"content_id","slug","title","primary_intent","cluster","funnel_stage","pillar_id","planned_week","planned_day"
"701","offline-viewing-planning-handbook","The Complete Offline Viewing Planning Handbook","plan an offline viewing strategy","Offline Planning","Awareness","701","",""
"702","choose-titles-for-weekend-offline","How to Choose Titles for an Offline Weekend","choose offline titles for a weekend","Offline Planning","Awareness","701","",""
"703","estimate-offline-viewing-hours","How to Estimate Offline Viewing Hours Before You Leave","estimate offline viewing duration","Offline Planning","Awareness","701","",""
"704","build-offline-content-rotation","Build an Offline Content Rotation That Avoids Clutter","rotate offline media intentionally","Offline Planning","Awareness","701","",""
"705","night-before-offline-readiness-check","The Night-Before Offline Readiness Check","verify offline readiness the night before","Offline Planning","Retention","701","",""
"706","choose-episodes-for-short-journey","How to Choose Episodes for a Short Journey","select episodes for short offline travel","Offline Planning","Awareness","701","",""
"707","plan-offline-viewing-by-profile","Plan Offline Viewing Around Household Profiles","coordinate offline viewing by profile","Offline Planning","Awareness","701","",""
"708","prepare-audio-options-before-offline","Prepare Audio Options Before Going Offline","verify offline audio choices in advance","Offline Planning","Retention","701","",""
"709","prepare-subtitles-before-offline","Prepare Subtitle Options Before Going Offline","verify offline subtitle choices in advance","Offline Planning","Retention","701","",""
"710","prioritize-downloads-limited-storage","How to Prioritize Offline Items When Storage Is Limited","prioritize downloads with limited storage","Offline Planning","Awareness","701","",""
"711","plan-for-predictable-connection-gaps","Plan Viewing for Predictable Connection Gaps","prepare media for scheduled connection gaps","Offline Planning","Awareness","701","",""
"712","shared-device-offline-viewing-plan","Create an Offline Viewing Plan for a Shared Device","coordinate offline viewing on a shared device","Offline Planning","Awareness","701","",""
"713","offline-viewing-battery-budget","Build a Battery Budget for an Offline Viewing Session","plan battery use for offline playback","Offline Planning","Awareness","701","",""
"714","create-no-download-fallback-plan","Create a Fallback When an Offline Copy Is Unavailable","plan alternatives when offline media is unavailable","Offline Planning","Awareness","701","",""
"715","choose-download-window-home-network","Choose a Download Window That Respects Your Home Network","schedule offline preparation around network use","Offline Planning","Awareness","701","",""
"716","verify-offline-availability-before-leaving","Verify Offline Availability Before Leaving Connectivity","confirm offline items before departure","Offline Planning","Retention","701","",""
"717","plan-first-reconnection-after-offline","Plan the First Reconnection After an Offline Period","prepare for sync after offline viewing","Offline Planning","Retention","701","",""
"718","record-offline-library-before-device-change","Record Your Offline Library Before Changing Devices","document offline items before device migration","Offline Planning","Retention","701","",""
"719","set-offline-content-expiry-review","Set a Review Date for Every Offline Content Batch","schedule offline content review dates","Offline Planning","Awareness","701","",""
"720","audit-offline-plan-before-trip","Audit an Offline Viewing Plan Before a Trip","review an offline plan before travel","Offline Planning","Retention","701","",""
"721","offline-storage-management-handbook","The Complete Handbook for Offline Storage Management","manage offline media storage responsibly","Offline Storage","Awareness","721","",""
"722","set-free-space-reserve-offline-media","How to Set a Free-Space Reserve for Offline Media","reserve device space around offline media","Offline Storage","Awareness","721","",""
"723","find-unexpected-offline-storage-use","How to Find Unexpected Offline Storage Use","diagnose unexpected offline storage consumption","Offline Storage","Retention","721","",""
"724","app-data-vs-offline-media-storage","App Data vs. Offline Media: Know What Uses Storage","distinguish app data from offline media storage","Offline Storage","Awareness","721","",""
"725","divide-offline-storage-across-devices","How to Divide Offline Storage Across Several Devices","allocate offline storage across devices","Offline Storage","Awareness","721","",""
"726","recognize-storage-pressure-before-playback","Recognize Storage Pressure Before It Disrupts Playback","identify storage pressure before playback","Offline Storage","Retention","721","",""
"727","estimate-how-many-downloads-fit","How to Estimate How Many Offline Items Will Fit","estimate offline item capacity without fixed sizes","Offline Storage","Awareness","721","",""
"728","choose-offline-device-by-storage-needs","Choose an Offline Device by Storage Needs, Not Screen Size","select an offline device by storage requirements","Offline Storage","Consideration","721","",""
"729","reclaim-offline-space-without-account-reset","Reclaim Offline Space Without Resetting Your Account","free offline space without account reset","Offline Storage","Retention","721","",""
"730","find-duplicate-offline-copies-across-devices","Find Duplicate Offline Copies Across Your Devices","audit duplicate offline media across devices","Offline Storage","Retention","721","",""
"731","verify-offline-download-location","Why the Offline Download Location Matters","verify where offline media is stored","Offline Storage","Awareness","721","",""
"732","prepare-offline-storage-before-system-update","Prepare Offline Storage Before a System Update","review offline storage before device updates","Offline Storage","Retention","721","",""
"733","prepare-device-storage-before-long-trip","Prepare Device Storage for a Long Trip","ready device storage for extended travel","Offline Storage","Awareness","721","",""
"734","preserve-track-choices-before-redownload","Record Audio and Subtitle Choices Before Redownloading","preserve track preferences before replacing downloads","Offline Storage","Retention","721","",""
"735","review-offline-storage-after-app-update","Review Offline Storage After an App Update","audit offline storage after app updates","Offline Storage","Retention","721","",""
"736","storage-full-during-download-troubleshooting","Storage Full During a Download? A Safe Triage","troubleshoot storage exhaustion during download","Offline Storage","Retention","721","",""
"737","encrypted-local-media-vs-cloud-sync","Encrypted Local Media vs. Cloud Sync: Two Different Layers","distinguish encrypted local media from cloud sync","Offline Storage","Awareness","721","",""
"738","protect-offline-media-after-device-loss","What to Do About Offline Media After a Device Is Lost","respond to offline data on a lost device","Offline Storage","Retention","721","",""
"739","clear-offline-storage-before-device-sale","Clear Offline Storage Before Selling a Device","remove offline media before device transfer","Offline Storage","Retention","721","",""
"740","recurring-offline-storage-audit","A Recurring Audit for Offline Storage","run a repeatable offline storage audit","Offline Storage","Retention","721","",""
"741","travel-viewing-preparedness-handbook","The Complete Travel Viewing Preparedness Handbook","prepare a responsible travel viewing setup","Travel Preparedness","Awareness","741","",""
"742","hotel-check-in-device-privacy-plan","A Device Privacy Plan for Hotel Check-In","protect viewing devices during hotel arrival","Travel Preparedness","Awareness","741","",""
"743","airport-offline-viewing-prep","Prepare an Offline Viewing Session Before Reaching the Airport","prepare offline viewing before airport travel","Travel Preparedness","Awareness","741","",""
"744","train-journey-coverage-change-plan","Plan Playback Around Changing Coverage on a Train Journey","prepare for changing connectivity on trains","Travel Preparedness","Awareness","741","",""
"745","passenger-viewing-road-trip-checklist","A Passenger Viewing Checklist for Road Trips","plan safe passenger media viewing on road trips","Travel Preparedness","Awareness","741","",""
